latitude,longitude
64.43415974,-0.4863972
64.44453369,-0.46865614
64.45887375,-0.44369272
64.47315117,-0.41852436
64.48736536,-0.39315164
64.50011567,-0.37012028
64.64114869,-0.11223883
64.70172433,-0.0
64.78174489,0.14826775
64.87777914,0.32821408
64.89175339,0.35468272
64.905662,0.38135594
64.91950444,0.40823306
64.91970475,0.40862444
65.05755092,0.67980711
65.05860864,0.68190219
65.07233547,0.70926136
65.08599475,0.73682378
65.09958597,0.76458872
65.11310861,0.7925555
65.12656219,0.82072339
65.13994625,0.84909169
65.15326022,0.87765961
65.16650364,0.90642647
65.17967603,0.93539144
65.19277692,0.96455381
65.20580575,0.99391275
65.21876211,1.02346747
65.23164547,1.05321719
65.24445536,1.08316106
65.25719133,1.11329828
65.26985286,1.143628
65.28243947,1.17414933
65.29495075,1.20486147
65.30738614,1.2357635
65.31974525,1.26685453
65.33202756,1.29813367
65.34423264,1.32960003
65.35635997,1.36125264
65.36840917,1.39309061
65.37018553,1.39781761
65.37868931,1.40987772
65.53277106,1.63070228
65.68654147,1.854079
65.77808897,1.98851825
65.79340436,2.01125464
65.80866572,2.03421897
65.8238725,2.05741089
65.83902417,2.08082994
65.85412017,2.10447575
65.86915997,2.12834786
65.88414308,2.15244578
65.89906892,2.17676911
65.91393694,2.20131736
65.92874664,2.22609003
65.9434975,2.25108664
65.95818894,2.27630669
65.97282047,2.30174964
65.98739153,2.32741497
66.00190161,2.35330217
66.01635019,2.37941064
66.03073675,2.40573981
66.04506075,2.43228914
66.05932167,2.45905803
66.06599769,2.47170625
66.07078756,2.48081003
66.08495328,2.50791044
66.09905461,2.53522894
66.11309108,2.56276489
66.12706211,2.59051761
66.14096722,2.61848647
66.15480589,2.64667083
66.16857761,2.67506997
66.18228186,2.70368319
66.19591814,2.73250983
66.20948594,2.76154914
66.22298475,2.79080039
66.23641408,2.82026283
66.24977344,2.84993572
66.26306228,2.87981831
66.27628014,2.90990978
66.28942653,2.94020936
66.30250094,2.97071625
66.31550286,3.00142964
66.32843181,3.03234867
66.33591828,3.05042717
66.4322445,3.28516939
66.46696833,3.31139483
66.64521092,3.36131992
66.71131644,3.37999933
66.72913364,3.38517272
66.74693931,3.39059667
66.76473292,3.39627153
66.78251394,3.40219772
66.80028178,3.40837558
66.81803594,3.41480544
66.82882456,3.41883856
66.84621581,3.40771692
66.86362961,3.39681808
66.88106553,3.38614289
66.89852311,3.37569203
66.91600186,3.36546631
66.93350136,3.35546642
66.95102111,3.34569317
66.96856064,3.33614728
66.9861195,3.32682947
67.00369722,3.31774053
67.02129331,3.30888117
67.03890733,3.30025214
67.05653878,3.29185417
67.07418719,3.28368794
67.09185208,3.27575425
67.109533,3.26805378
67.12722942,3.26058725
67.14494089,3.25335539
67.16266692,3.24635889
67.18040706,3.23959847
67.19816075,3.23307486
67.21592756,3.22678872
67.233707,3.22074078
67.25149856,3.21493169
67.26930175,3.20936219
67.28711608,3.20403294
67.30494108,3.19894464
67.32277622,3.19409794
67.340621,3.18949353
67.35847497,3.18513208
67.37633758,3.18101428
67.39420836,3.17714072
67.41208681,3.17351214
67.42997239,3.17012914
67.44786464,3.16699239
67.46576303,3.16410253
67.48366703,3.16146019
67.50157619,3.159066
67.51948994,3.15692061
67.53740781,3.15502464
67.55532928,3.15337869
67.57325383,3.15198339
67.59118094,3.15083936
67.60911008,3.14994719
67.62704078,3.14930747
67.6449725,3.14892083
67.66290469,3.14878781
67.68083686,3.14890903
67.69876847,3.14928506
67.71669903,3.14991644
67.73462797,3.15080381
67.75255481,3.15194767
67.77047897,3.15334858
67.78839997,3.15500708
67.80631725,3.15692378
67.82423031,3.15909914
67.84213858,3.16153372
67.86004158,3.16422806
67.87793872,3.16718264
67.88545592,3.16850172
67.88573014,3.16855067
67.90361808,3.17187583
67.92149889,3.17546247
67.93937203,3.17931108
67.95723697,3.18342219
67.97509317,3.18779628
67.99294006,3.19243381
68.01077717,3.19733522
68.02860386,3.20250103
68.04641967,3.20793164
68.06422403,3.21362756
68.08201639,3.21958917
68.09979619,3.22581692
68.10581683,3.22798722
68.16115792,3.24812442
68.17891931,3.25473789
68.19666681,3.26161919
68.21439994,3.26876869
68.23211811,3.27618683
68.24982078,3.283874
68.26750739,3.29183058
68.28517739,3.30005694
68.30283022,3.30855344
68.32046536,3.3173205
68.33808225,3.32635839
68.35568028,3.33566753
68.37325894,3.34524822
68.39081769,3.35510078
68.40835592,3.36522556
68.42587311,3.37562286
68.44336869,3.38629294
68.46084211,3.39723617
68.47829278,3.40845278
68.49572019,3.41994306
68.51312372,3.43170728
68.53050286,3.44374569
68.547857,3.45605853
68.56518561,3.46864606
68.58248814,3.4815085
68.59976397,3.49464603
68.61701258,3.50805892
68.63423342,3.52174731
68.65142586,3.53571144
68.66858942,3.54995144
68.68572344,3.56446753
68.70282742,3.57925981
68.71990078,3.59432847
68.73694294,3.60967364
68.75395333,3.62529542
68.77093139,3.64119394
68.78787656,3.65736933
68.80478828,3.67382164
68.82166594,3.690551
68.838509,3.70755742
68.85531689,3.724841
68.87208903,3.74240181
68.88882486,3.76023983
68.90552381,3.77835511
68.92218531,3.79674769
68.93880878,3.81541753
68.95539367,3.83436467
68.97193939,3.85358906
68.98844536,3.87309064
69.00491106,3.89286942
69.02133586,3.91292528
69.03771922,3.93325822
69.05406058,3.95386811
69.07035936,3.97475486
69.086615,3.99591839
69.10282689,4.01735853
69.1189945,4.03907519
