longitude,latitude,harbor,country_code
-19.644502996215635,65.74803610972171,saudarkrokur,is
-19.63397295065144,65.75772205014044,saudarkrokur,is
-19.64874850513661,65.76089755358115,saudarkrokur,is
-13.971258363844584,65.27281519303764,seydisfjordur,is
-14.006947761024575,65.27649509576074,seydisfjordur,is
-14.019061545309311,65.25781874856855,seydisfjordur,is
-14.00173084634298,65.25338838049913,seydisfjordur,is
-13.971258363844584,65.27281519303764,seydisfjordur,is
-18.905740888840057,66.16292935379585,siglufjordur,is
-18.930696084392903,66.13636513611215,siglufjordur,is
-18.917812306376646,66.13326633884165,siglufjordur,is
-18.901987565513394,66.1385407407241,siglufjordur,is
-18.88893845988531,66.15886449409504,siglufjordur,is
-18.905740888840057,66.16292935379585,siglufjordur,is
-20.324043852532498,65.82678207738564,skagastrond,is
-20.32013075818213,65.82200784616026,skagastrond,is
-20.304560244100827,65.81911826822275,skagastrond,is
-20.306092691030784,65.82848719910197,skagastrond,is
-20.324043852532498,65.82678207738564,skagastrond,is
-13.889538718453878,64.83619737367053,stodvarfjordur,is
-13.887777842597814,64.8342224206252,stodvarfjordur,is
-13.874570912632803,64.8309108342676,stodvarfjordur,is
-13.870442388742164,64.83367356122665,stodvarfjordur,is
-13.889538718453878,64.83619737367053,stodvarfjordur,is
-22.02541246552721,64.0490805586339,straumsvik,is
-22.046543872393983,64.04879981610924,straumsvik,is
-22.04470981896785,64.0393305255719,straumsvik,is
-22.02467946801252,64.04163798219565,straumsvik,is
-22.013998624525414,64.04900038016692,straumsvik,is
-22.01363194636761,64.05068527115304,straumsvik,is
-22.02541246552721,64.0490805586339,straumsvik,is
-21.373797042702392,63.86765743553934,thorlakhofn,is
-21.38304513056784,63.86563192269341,thorlakhofn,is
-21.380337249260663,63.8567405738431,thorlakhofn,is
-21.36500859274574,63.85214739942742,thorlakhofn,is
-21.3589280407472,63.86131043632224,thorlakhofn,is
-21.373797042702392,63.86765743553934,thorlakhofn,is
-15.34035195791489,66.20540567477207,thorshofn,is
-15.35035822052771,66.19548166712275,thorshofn,is
-15.32953703579659,66.1896981899969,thorshofn,is
-15.324273179366172,66.1973112301192,thorshofn,is
-15.34035195791489,66.20540567477207,thorshofn,is
-21.38034516098688,63.86438962420189,torlakshofn,is
-21.37230194140216,63.85509056534968,torlakshofn,is
-21.36245445789868,63.85809570072814,torlakshofn,is
-21.36528699167312,63.86260414375545,torlakshofn,is
-21.371851486863704,63.86575026941006,torlakshofn,is
-21.38034516098688,63.86438962420189,torlakshofn,is
-20.28207927575653,63.44846275115785,vestmannaeyjar,is
-20.283794006712128,63.44376391310772,vestmannaeyjar,is
-20.26077913316496,63.442458954750464,vestmannaeyjar,is
-20.26329737863844,63.44738483853115,vestmannaeyjar,is
-20.28207927575653,63.44846275115785,vestmannaeyjar,is
-14.802496881147306,65.77219930315525,vopnafjordur,is
-14.849292034913075,65.74265019107645,vopnafjordur,is
-14.826837365162165,65.73690964096846,vopnafjordur,is
-14.784715642629976,65.77141446344609,vopnafjordur,is
-14.802496881147306,65.77219930315525,vopnafjordur,is
